id,valid,perf,util-LUT,util-DSP,util-FF,util-BRAM
291,True,441037.46979291586,0.0695376843214035,0.12375438213348389,0.0723593533039093,0.03844800591468811
292,False,0,0,0,0,0
293,False,0,0,0,0,0
294,True,204558.538710981,0.12488500773906708,0.14280307292938232,0.06944400072097778,0.03877440094947815
295,False,0,0,0,0,0
296,True,1279598.3406439987,0.0344662219285965,0,0,0.014871984720230103
297,False,0,0,0,0,0
298,False,0,0,0,0,0
299,False,0,0,0,0,0
300,False,0,0,0,0,0
301,False,0,0,0,0,0
302,True,437050.1090906415,0.11574064195156097,0.12738418579101562,0.04463452100753784,0.039676934480667114
303,True,1252283.6929231859,0.030482426285743713,0,0,0.018067747354507446
304,True,928300.0315488131,0.11589305102825165,0.20383763313293457,0.05853596329689026,0.045490771532058716
305,False,0,0,0,0,0
306,False,0,0,0,0,0
307,True,174620.01253912566,0.11143533885478973,0.14348989725112915,0.05815678834915161,0.032624393701553345
308,True,18702711.887552183,0.0640966147184372,0.020658433437347412,0.04481226205825806,0.02683284878730774
309,False,0,0,0,0,0
310,True,18840105.37957664,0.060388967394828796,0.018381774425506592,0.07382810115814209,0.032395750284194946
311,False,0,0,0,0,0
312,False,0,0,0,0,0
313,True,20152942.508985944,0.10894633829593658,0.01665431261062622,0.051025331020355225,0.040477901697158813
314,False,0,0,0,0,0
315,False,0,0,0,0,0
316,False,0,0,0,0,0
317,False,0,0,0,0,0
318,True,5803542.724271944,0.5379706025123596,0.6004152894020081,0.33194297552108765,0.02892652153968811
319,True,21297186.257912952,0.12778817117214203,0.028897106647491455,0.06929820775985718,0.020245224237442017
320,False,0,0,0,0,0
321,False,0,0,0,0,0
322,False,0,0,0,0,0
323,False,0,0,0,0,0
324,False,0,0,0,0,0
325,True,21106744.458240233,0.11286894977092743,0.030897080898284912,0.069114089012146,0.01958635449409485
326,False,0,0,0,0,0
327,False,0,0,0,0,0
328,False,0,0,0,0,0
329,False,0,0,0,0,0
330,True,18798797.222955957,0.051060065627098083,0.007436573505401611,0.060926973819732666,0
331,False,0,0,0,0,0
332,False,0,0,0,0,0
333,False,0,0,0,0,0
334,False,0,0,0,0,0
335,True,18552217.876248382,0.06527970731258392,0.014259874820709229,0.05172288417816162,0.01253238320350647
336,False,0,0,0,0,0
337,True,9537116.058542226,0.385020911693573,0.5055182576179504,0.22274398803710938,0.033463746309280396
338,False,0,0,0,0,0
339,False,0,0,0,0,0
340,False,0,0,0,0,0
341,False,0,0,0,0,0
342,False,0,0,0,0,0
343,False,0,0,0,0,0
344,False,0,0,0,0,0
345,False,0,0,0,0,0
346,True,20997488.453779433,0.05545900762081146,0.017810404300689697,0.05264085531234741,0.01909986138343811
347,True,13714537.500127617,0.3316223621368408,0.442518413066864,0.16408270597457886,0.021285802125930786
348,False,0,0,0,0,0
349,False,0,0,0,0,0
350,True,9666751.507246047,0.3858036994934082,0.5086620450019836,0.21943795680999756,0.03438273072242737
351,True,16433791.716729723,0.028808042407035828,0,0.062336862087249756,0.00747719407081604
352,True,16766959.373405006,0.04461298882961273,0.01785677671432495,0.053050100803375244,0.009058743715286255
353,False,0,0,0,0,0
354,False,0,0,0,0,0
355,False,0,0,0,0,0
356,False,0,0,0,0,0
357,True,18129905.14521481,0.08305592834949493,0.011702477931976318,0.05502033233642578,0.03316965699195862
358,False,0,0,0,0,0
359,False,0,0,0,0,0
360,False,0,0,0,0,0
361,False,0,0,0,0,0
362,True,20235142.21493963,0.0915146917104721,0.03267401456832886,0.0546455979347229,0.02453973889350891
363,False,0,0,0,0,0
364,False,0,0,0,0,0
365,True,9004322.568300154,0.3997102379798889,0.5397718548774719,0.2456117868423462,0.0019436180591583252
366,True,17808186.80234203,0.05857954919338226,0,0.05138915777206421,0.02804449200630188
367,False,0,0,0,0,0
368,False,0,0,0,0,0
369,False,0,0,0,0,0
370,True,17199349.44904539,0.07765226066112518,0.00323408842086792,0.07007455825805664,3.662705421447754e-05
371,True,17553899.335429385,0.029216930270195007,0.008183538913726807,0.06278336048126221,0.0026812851428985596
372,True,19204393.600745652,0.0404994934797287,0.018355190753936768,0.062344253063201904,0.00015404820442199707
373,False,0,0,0,0,0
374,False,0,0,0,0,0
375,True,17929068.48674384,0.008445367217063904,0.0003611445426940918,0.04545319080352783,0.008121639490127563
376,True,11879308.391619412,0.33687275648117065,0.46022337675094604,0.1636560559272766,0.02551308274269104
377,False,0,0,0,0,0
378,True,17658924.702339597,0.005722180008888245,0,0.049485623836517334,0
379,False,0,0,0,0,0
380,False,0,0,0,0,0
381,False,0,0,0,0,0
382,False,0,0,0,0,0
383,True,18402244.484618355,0.08003728091716766,0.020936906337738037,0.07167774438858032,0.001682192087173462
384,False,0,0,0,0,0
385,True,18690593.718860384,0.05271054804325104,0,0.0585593581199646,0.019259721040725708
386,True,16911996.516532682,0.015754148364067078,0.0002886652946472168,0.05947613716125488,0.001313716173171997
387,False,0,0,0,0,0
388,True,19894087.542805985,0.06862513720989227,0.02059406042098999,0.05576908588409424,0.015566617250442505
389,True,20402912.29408337,0.09288142621517181,0.021659672260284424,0.06544393301010132,0.02204921841621399
390,False,0,0,0,0,0
391,False,0,0,0,0,0
392,True,20650060.88322744,0.07005421817302704,0.020427405834197998,0.06473928689956665,0
393,False,0,0,0,0,0
394,True,17904487.001288213,0.04948757588863373,0.015202462673187256,0.06795293092727661,0
395,True,17822127.200296167,0.057342663407325745,0.015421092510223389,0.0711139440536499,0.03696051239967346
396,True,22499681.66383244,0.1028301864862442,0.01789957284927368,0.059014737606048584,0.034633785486221313
397,False,0,0,0,0,0
398,False,0,0,0,0,0
399,True,18449570.627466686,0.09446193277835846,0.03200644254684448,0.09080886840820312,0.05170050263404846
400,False,0,0,0,0,0
401,False,0,0,0,0,0
402,True,18045467.62086651,0.0677667111158371,0.0020175576210021973,0.06303679943084717,0.020493417978286743
403,False,0,0,0,0,0
404,False,0,0,0,0,0
405,False,0,0,0,0,0
406,False,0,0,0,0,0
407,False,0,0,0,0,0
408,False,0,0,0,0,0
409,False,0,0,0,0,0
410,False,0,0,0,0,0
411,False,0,0,0,0,0
412,False,0,0,0,0,0
413,False,0,0,0,0,0
414,False,0,0,0,0,0
415,False,0,0,0,0,0
416,False,0,0,0,0,0
417,False,0,0,0,0,0
418,False,0,0,0,0,0
419,False,0,0,0,0,0
420,False,0,0,0,0,0
421,False,0,0,0,0,0
422,True,329253.08031112514,0.016967281699180603,0.0539434552192688,0.03471049666404724,0.073601633310318
423,False,0,0,0,0,0
424,False,0,0,0,0,0
425,False,0,0,0,0,0
426,False,0,0,0,0,0
427,False,0,0,0,0,0
428,True,313508.0506982506,0.025131091475486755,0.05659753084182739,0.03342914581298828,0.07225051522254944
429,False,0,0,0,0,0
430,False,0,0,0,0,0
431,False,0,0,0,0,0
432,True,641451.7881224743,0.007328316569328308,0.042489588260650635,0.01845303177833557,0.06955114006996155
433,False,0,0,0,0,0
434,False,0,0,0,0,0
435,False,0,0,0,0,0
436,False,0,0,0,0,0
437,False,0,0,0,0,0
438,False,0,0,0,0,0
439,False,0,0,0,0,0
440,False,0,0,0,0,0
441,False,0,0,0,0,0
442,False,0,0,0,0,0
443,False,0,0,0,0,0
444,False,0,0,0,0,0
445,False,0,0,0,0,0
446,False,0,0,0,0,0
447,False,0,0,0,0,0
448,False,0,0,0,0,0
449,False,0,0,0,0,0
450,False,0,0,0,0,0
451,False,0,0,0,0,0
452,False,0,0,0,0,0
453,False,0,0,0,0,0
454,False,0,0,0,0,0
455,False,0,0,0,0,0
456,False,0,0,0,0,0
457,False,0,0,0,0,0
458,False,0,0,0,0,0
459,False,0,0,0,0,0
460,False,0,0,0,0,0
461,False,0,0,0,0,0
462,False,0,0,0,0,0
463,False,0,0,0,0,0
464,True,515038.2135147848,0.0025715678930282593,0.04452139139175415,0.029375702142715454,0.06833043694496155
465,False,0,0,0,0,0
466,False,0,0,0,0,0
467,False,0,0,0,0,0
468,True,380249.6134115302,0.02276913821697235,0.06298476457595825,0.04007861018180847,0.07725563645362854
469,False,0,0,0,0,0
470,False,0,0,0,0,0
471,False,0,0,0,0,0
472,False,0,0,0,0,0
473,False,0,0,0,0,0
474,False,0,0,0,0,0
475,True,657648.7494794348,0,0.039161503314971924,0.01962682604789734,0.06863537430763245
476,False,0,0,0,0,0
477,False,0,0,0,0,0
478,False,0,0,0,0,0
479,False,0,0,0,0,0
480,False,0,0,0,0,0
481,False,0,0,0,0,0
482,False,0,0,0,0,0
483,False,0,0,0,0,0
484,False,0,0,0,0,0
485,False,0,0,0,0,0
486,False,0,0,0,0,0
487,False,0,0,0,0,0
488,True,465728.52227283886,0.012133404612541199,0.05720025300979614,0.034196436405181885,0.07763221859931946
489,False,0,0,0,0,0
490,True,453515.0971155286,0.007797136902809143,0.04099494218826294,0.027338385581970215,0.08103719353675842
491,False,0,0,0,0,0
492,False,0,0,0,0,0
493,False,0,0,0,0,0
494,False,0,0,0,0,0
495,False,0,0,0,0,0
496,False,0,0,0,0,0
497,False,0,0,0,0,0
498,False,0,0,0,0,0
499,False,0,0,0,0,0
500,False,0,0,0,0,0
501,False,0,0,0,0,0
502,False,0,0,0,0,0
503,False,0,0,0,0,0
504,False,0,0,0,0,0
505,False,0,0,0,0,0
506,False,0,0,0,0,0
507,True,166963.7600946001,0.1284075230360031,0.1989803910255432,0.07791769504547119,0.09548249840736389
508,False,0,0,0,0,0
509,False,0,0,0,0,0
510,False,0,0,0,0,0
511,False,0,0,0,0,0
512,False,0,0,0,0,0
513,False,0,0,0,0,0
514,False,0,0,0,0,0
515,False,0,0,0,0,0
516,False,0,0,0,0,0
517,False,0,0,0,0,0
518,True,290978.061696452,0.044179871678352356,0.06359964609146118,0.03528952598571777,0.0829865038394928
519,False,0,0,0,0,0
520,False,0,0,0,0,0
521,False,0,0,0,0,0
522,False,0,0,0,0,0
523,False,0,0,0,0,0
524,False,0,0,0,0,0
525,False,0,0,0,0,0
526,False,0,0,0,0,0
527,False,0,0,0,0,0
528,False,0,0,0,0,0
529,False,0,0,0,0,0
530,False,0,0,0,0,0
531,False,0,0,0,0,0
532,True,579486.4476094226,0,0.03718167543411255,0.022991925477981567,0.07503190636634827
533,False,0,0,0,0,0
534,False,0,0,0,0,0
535,True,239257.49784402928,0.30190151929855347,0.5751498937606812,0.15579789876937866,0.29978445172309875
536,False,0,0,0,0,0
537,True,387228.1385511848,0.3484792113304138,0.5841524004936218,0.16796034574508667,0.2979497015476227
538,False,0,0,0,0,0
539,False,0,0,0,0,0
540,False,0,0,0,0,0
541,False,0,0,0,0,0
542,False,0,0,0,0,0
543,False,0,0,0,0,0
544,False,0,0,0,0,0
545,False,0,0,0,0,0
546,False,0,0,0,0,0
547,False,0,0,0,0,0
548,False,0,0,0,0,0
549,False,0,0,0,0,0
550,False,0,0,0,0,0
551,False,0,0,0,0,0
552,False,0,0,0,0,0
553,False,0,0,0,0,0
554,False,0,0,0,0,0
555,False,0,0,0,0,0
556,True,401696.40895021416,0.00419752299785614,0.04542285203933716,0.031033217906951904,0.07311108708381653
557,False,0,0,0,0,0
558,False,0,0,0,0,0
559,False,0,0,0,0,0
560,False,0,0,0,0,0
561,False,0,0,0,0,0
562,False,0,0,0,0,0
563,False,0,0,0,0,0
564,False,0,0,0,0,0
565,False,0,0,0,0,0
566,False,0,0,0,0,0
567,False,0,0,0,0,0
568,False,0,0,0,0,0
569,False,0,0,0,0,0
570,False,0,0,0,0,0
571,False,0,0,0,0,0
572,False,0,0,0,0,0
573,False,0,0,0,0,0
574,False,0,0,0,0,0
575,False,0,0,0,0,0
576,False,0,0,0,0,0
577,True,19086.777277312114,0.03470216691493988,0.04308682680130005,0.024921923875808716,0.03198745846748352
578,False,0,0,0,0,0
579,False,0,0,0,0,0
580,False,0,0,0,0,0
581,False,0,0,0,0,0
582,False,0,0,0,0,0
583,False,0,0,0,0,0
584,False,0,0,0,0,0
585,False,0,0,0,0,0
586,False,0,0,0,0,0
587,False,0,0,0,0,0
588,False,0,0,0,0,0
589,False,0,0,0,0,0
590,False,0,0,0,0,0
591,True,10402.799046673947,0.3755649924278259,0.2806274890899658,0.15091261267662048,0.11873534321784973
592,False,0,0,0,0,0
593,False,0,0,0,0,0
594,False,0,0,0,0,0
595,False,0,0,0,0,0
596,False,0,0,0,0,0
597,False,0,0,0,0,0
598,False,0,0,0,0,0
599,False,0,0,0,0,0
600,False,0,0,0,0,0
601,False,0,0,0,0,0
602,False,0,0,0,0,0
603,False,0,0,0,0,0
604,False,0,0,0,0,0
605,False,0,0,0,0,0
606,False,0,0,0,0,0
607,False,0,0,0,0,0
608,False,0,0,0,0,0
609,False,0,0,0,0,0
610,False,0,0,0,0,0
611,False,0,0,0,0,0
612,False,0,0,0,0,0
613,False,0,0,0,0,0
614,False,0,0,0,0,0
615,False,0,0,0,0,0
616,False,0,0,0,0,0
617,False,0,0,0,0,0
618,False,0,0,0,0,0
619,False,0,0,0,0,0
620,False,0,0,0,0,0
621,False,0,0,0,0,0
622,False,0,0,0,0,0
623,False,0,0,0,0,0
624,False,0,0,0,0,0
625,False,0,0,0,0,0
626,False,0,0,0,0,0
627,False,0,0,0,0,0
628,True,12456.662938566731,0.29680711030960083,0.20927947759628296,0.10121211409568787,0.10912564396858215
629,False,0,0,0,0,0
630,False,0,0,0,0,0
631,False,0,0,0,0,0
632,False,0,0,0,0,0
633,False,0,0,0,0,0
634,False,0,0,0,0,0
635,False,0,0,0,0,0
636,False,0,0,0,0,0
637,False,0,0,0,0,0
638,False,0,0,0,0,0
639,False,0,0,0,0,0
640,False,0,0,0,0,0
641,False,0,0,0,0,0
642,False,0,0,0,0,0
